all_means,dt_of_steps
0.008621906060801625,0.025
2.1412233893051478,0.42500000000000004
6.988305553059467,0.8250000000000001
13.537114519853823,1.225
21.158601436623275,1.625
29.456833224980613,2.025
38.191960919342485,2.4250000000000003
47.192856939336544,2.825
56.340573678997906,3.225
65.56463674478691,3.625
74.83324877403174,4.025
84.10600759968234,4.425
93.36947615833763,4.825
102.62328540007898,5.2250000000000005
111.87085721709921,5.625
121.1249666080391,6.025
130.3871730014352,6.425000000000001
139.65382763345264,6.825
148.93584795685712,7.2250000000000005
158.252828565061,7.625
167.5996914541065,8.025
176.96901121612328,8.425
186.3837281144945,8.825000000000001
195.83171341206514,9.225
205.3025547206022,9.625
214.7926160579667,10.025
224.2883918264386,10.425
233.8022557179549,10.825000000000001
243.35295068308594,11.225000000000001
252.95259162607033,11.625
262.60476825417675,12.025
272.32081295441094,12.425
282.0613042533074,12.825000000000001
291.82192778227886,13.225000000000001
301.64042421935574,13.625
311.4921507294924,14.025
321.3609155939068,14.425
331.2353537071574,14.825000000000001
341.1274006263819,15.225000000000001
351.01748021671284,15.625
360.89599493531955,16.025000000000002
370.77481929043256,16.425
380.66708781200214,16.825
390.59215225983803,17.225
400.5344085120259,17.625
410.4733552250165,18.025000000000002
420.40525246099213,18.425
430.38877193438225,18.825
440.4482701325019,19.225
450.5468333271245,19.625
460.64981645321257,20.025000000000002
470.7879340209363,20.425
480.9805829041706,20.825000000000003
491.26939393391535,21.225
501.64312463042654,21.625
512.0559229676616,22.025000000000002
522.4802492288459,22.425
532.8817095374327,22.825000000000003
543.212965781369,23.225
553.4955936104692,23.625
563.7397219684473,24.025000000000002
573.9178355548239,24.425
584.0359196356591,24.825000000000003
594.1326143625693,25.225
604.2158807293307,25.625
614.2693223867535,26.025000000000002
624.3248854144615,26.425
634.4121019979972,26.825000000000003
644.4986260216833,27.225
654.5847486325465,27.625
664.7044198496609,28.025000000000002
674.8312118514762,28.425
684.996831731863,28.825000000000003
695.2165244128704,29.225
705.5082212533575,29.625
715.8631788344868,30.025000000000002
726.2900325227082,30.425
736.7794440473176,30.825000000000003
747.379862813043,31.225
758.0840790829847,31.625
768.9151366055988,32.025
779.8580934538888,32.425000000000004
790.8269111095453,32.825
801.7581015793412,33.225
812.5688417689805,33.625
823.2415454234542,34.025
833.778830837518,34.425000000000004
844.2052755819125,34.825
854.5419234536394,35.225
864.782490812452,35.625
874.9027663557077,36.025
884.9232462905824,36.425000000000004
894.8814015094546,36.825
904.8127466565146,37.225
914.7697045180043,37.625
924.7390887614368,38.025
934.7572969950206,38.425000000000004
944.8156774206067,38.825
954.9340712456391,39.225
965.0870196173881,39.625
975.2358343340384,40.025000000000006
985.2953997143051,40.425000000000004
995.2726873528109,40.825
1005.1912861803222,41.225
1015.095118172372,41.625
1025.0025876837753,42.025000000000006
1034.959681568747,42.425000000000004
1044.9688996818031,42.825
1055.035437297686,43.225
1065.1635541902185,43.625
1075.4070365768644,44.025000000000006
1085.7109715728259,44.425000000000004
1096.0903467774287,44.825
1106.5122499076956,45.225
1116.937640947346,45.625
1127.37036458133,46.025000000000006
1137.8899837156132,46.425000000000004
1148.5298029756243,46.825
1159.3557332886346,47.225
1170.3754998539598,47.625
1181.4861406969023,48.025000000000006
1192.6257388665917,48.425000000000004
1203.7045795711972,48.825
1214.7147457791255,49.225
1225.64547029192,49.625
1236.54928953637,50.025000000000006
1247.4245255612043,50.425000000000004
1258.2533435442751,50.825
1269.0044267260214,51.225
1279.6217161386014,51.625
1290.1349396211322,52.025000000000006
1300.6195997545335,52.425000000000004
1311.064384561335,52.825
1321.4645602851256,53.225
1331.7954530050558,53.625
1342.0819657375762,54.025000000000006
1352.3043479451635,54.425000000000004
1362.4776386731055,54.825
1372.592163409234,55.225
1382.658116617405,55.625
1392.6846985791851,56.025000000000006
1402.6705565082273,56.425000000000004
1412.620581542108,56.825
1422.5074849384534,57.225
1432.3228042687929,57.625
1442.1061401882607,58.025000000000006
1451.8097820980274,58.425000000000004
1461.397781351366,58.825
1470.9527383206532,59.225
