log_V_x_heights,V_x_edg_square,log_V_y_heights,V_y_edg_square,log_V_z_heights,V_z_edg_square
-9.246399421791885,56.589640083526895,-10.133949484658018,56.589640083526895,-10.386914202114005,56.589640083526895
-13.815510557964274,55.265951616521214,-11.875570575895464,55.265951616521214,-10.813547734659647,55.265951616521214
-14.049125409145779,53.957928101787786,-10.327880670529812,53.957928101787786,-9.998714402479148,53.957928101787786
-10.801201898837348,52.66556953932662,-9.578389278698925,52.66556953932662,-11.03772701884739,52.66556953932662
-9.991408433908598,51.38887592913771,-8.657893073519373,51.38887592913771,-9.24942776068423,51.38887592913771
-11.050765013185519,50.127847271221064,-8.8520833468548,50.127847271221064,-10.665627604583024,50.127847271221064
-10.412925251027271,48.882483565576656,-8.293549765060376,48.882483565576656,-9.351999947051247,48.882483565576656
-9.660541373925739,47.652784812204516,-9.03045232933293,47.652784812204516,-8.577739691284272,47.652784812204516
-8.75476322244067,46.438751011104635,-10.093841281027347,46.438751011104635,-8.623711784794692,46.438751011104635
-8.498616805843302,45.240382162277,-8.668985543175369,45.240382162277,-8.525561441086754,45.240382162277
-8.509514415489237,44.05767826572163,-8.388177186160066,44.05767826572163,-8.778557955550644,44.05767826572163
-8.632089771895403,42.89063932143852,-8.062276762089763,42.89063932143852,-7.981918887247937,42.89063932143852
-8.63489810512422,41.73926532942765,-8.494738854254168,41.73926532942765,-8.456764667257064,41.73926532942765
-8.691546578561015,40.60355628968905,-7.8813882651232685,40.60355628968905,-8.434270020877348,40.60355628968905
-9.265588846206661,39.48351220222271,-7.866170937156963,39.48351220222271,-7.757653740224507,39.48351220222271
-8.505388145966474,38.37913306702861,-8.604659217197513,38.37913306702861,-7.651143675978829,38.37913306702861
-8.203599737179955,37.290418884106785,-8.455784563287594,37.290418884106785,-7.7917603473583235,37.290418884106785
-7.231813226091338,36.21736965345721,-8.238614933213928,36.21736965345721,-8.118836622545368,36.21736965345721
-7.68555298916259,35.1599853750799,-7.672577496248973,35.1599853750799,-7.6200852789588565,35.1599853750799
-7.69265231815165,34.118266048974824,-8.017934204021712,34.118266048974824,-7.563767252879822,34.118266048974824
-7.523478562577279,33.092211675142025,-7.399186855641493,33.092211675142025,-7.795195388117257,33.092211675142025
-7.356519405235454,32.08182225358148,-7.542633551418106,32.08182225358148,-7.492571360439423,32.08182225358148
-7.721658660677882,31.08709778429319,-7.450401288219984,31.08709778429319,-7.940579827112244,31.08709778429319
-7.068657868402791,30.108038267277145,-7.3476824406454035,30.108038267277145,-7.511214113278552,30.108038267277145
-7.182959963256147,29.14464370253337,-7.378559228398641,29.14464370253337,-7.1076299950236805,29.14464370253337
-7.133819758724011,28.196914090061846,-7.262289658421759,28.196914090061846,-6.974117684608497,28.196914090061846
-6.929660114370187,27.264849429862572,-7.008312533973452,27.264849429862572,-6.998318410536551,27.264849429862572
-6.808060784950937,26.348449721935566,-6.741076264649054,26.348449721935566,-6.560890800678169,26.348449721935566
-6.996131222933564,25.447714966280817,-6.43159874275144,25.447714966280817,-6.367807841644128,25.447714966280817
-6.5066329203081095,24.562645162898313,-6.280213855520185,24.562645162898313,-6.497717309028839,24.562645162898313
-6.4279044595155765,23.693240311788074,-6.316894639879888,23.693240311788074,-6.422093628879696,23.693240311788074
-6.721068264678543,22.839500412950095,-6.504487026639947,22.839500412950095,-6.383939395177902,22.839500412950095
-6.794017451194859,22.00142546638436,-6.653953206714134,22.00142546638436,-6.430460585925092,22.00142546638436
-6.489319104509494,21.179015472090892,-6.204554637573573,21.179015472090892,-6.5091749276269075,21.179015472090892
-6.079094297068956,20.372270430069683,-6.37482575630922,20.372270430069683,-6.190708483097886,20.372270430069683
-6.142752661321763,19.58119034032072,-6.10923508284249,19.58119034032072,-6.289129617613165,19.58119034032072
-6.1709301859207395,18.80577520284403,-6.162648359491481,18.80577520284403,-5.974787715056265,18.80577520284403
-5.990881383847402,18.04602501763958,-6.017911197122966,18.04602501763958,-5.987837798385633,18.04602501763958
-5.926348068020288,17.301939784707386,-6.014630825139822,17.301939784707386,-6.20200041038311,17.301939784707386
-5.87538666810896,16.573519504047464,-5.728280106256602,16.573519504047464,-5.746311654755517,16.573519504047464
-5.536162204152646,15.860764175659785,-5.637573474545865,15.860764175659785,-5.629672716789788,15.860764175659785
-5.689830261038197,15.16367379954437,-5.796185633942077,15.16367379954437,-5.715753846437421,15.16367379954437
-6.025762729155229,14.482248375701207,-5.705170938125638,14.482248375701207,-5.620199885914944,14.482248375701207
-5.549796094039604,13.816487904130302,-5.596285492868318,13.816487904130302,-5.58943867974733,13.816487904130302
-5.528768805545546,13.166392384831655,-5.452041748364317,13.166392384831655,-5.514009581483828,13.166392384831655
-5.5032117841943835,12.531961817805263,-5.317704080348227,12.531961817805263,-5.459924946744887,12.531961817805263
-5.374110090432628,11.913196203051125,-5.2847843522654525,11.913196203051125,-5.356290818323538,11.913196203051125
-5.5247580139815415,11.31009554056925,-5.35229848041455,11.31009554056925,-5.261334732950503,11.31009554056925
-5.345391503934002,10.72265983035963,-5.2010394270835665,10.72265983035963,-5.2214026227799115,10.72265983035963
-5.154751075689172,10.15088907242226,-5.031546160262339,10.15088907242226,-5.140587385782152,10.15088907242226
-4.971426600245975,9.594783266757153,-5.253806185452663,9.594783266757153,-5.0204015793868475,9.594783266757153
-4.919350249746101,9.054342413364303,-5.076821839146208,9.054342413364303,-5.008518785481638,9.054342413364303
-5.11272339218004,8.52956651224371,-4.967324399459129,8.52956651224371,-5.090422825996566,8.52956651224371
-4.802793215490848,8.020455563395366,-4.826471684922994,8.020455563395366,-5.07401448751398,8.020455563395366
-4.918090297526013,7.527009566819286,-4.925972506217547,7.527009566819286,-5.092489537443515,7.527009566819286
-4.740641554387451,7.049228522515461,-4.958078423357652,7.049228522515461,-4.99476809653369,7.049228522515461
-4.767208838680374,6.58711243048389,-4.850841637282897,6.58711243048389,-4.914512944191372,6.58711243048389
-4.773613492749337,6.140661290724578,-4.709054939267234,6.140661290724578,-4.838374595096679,6.140661290724578
-4.569835217700603,5.709875103237524,-4.784446384596086,5.709875103237524,-4.756768570139205,5.709875103237524
-4.6718131421187215,5.294753868022721,-4.698039596893724,5.294753868022721,-4.628600886790831,5.294753868022721
-4.562382125442877,4.89529758508018,-4.713312344607794,4.89529758508018,-4.617272288575791,4.89529758508018
-4.593509272810824,4.511506254409895,-4.636308318048017,4.511506254409895,-4.542199299197423,4.511506254409895
-4.603679630751029,4.143379876011866,-4.613941878375215,4.143379876011866,-4.474375869073455,4.143379876011866
-4.611502694061301,3.7909184498860906,-4.447219592130416,3.7909184498860906,-4.624030257629448,3.7909184498860906
-4.508017008577971,3.4541219760325754,-4.442141178269001,3.4541219760325754,-4.5724045570061564,3.4541219760325754
-4.377185040794438,3.1329904544513165,-4.343915511246632,3.1329904544513165,-4.419773501139643,3.1329904544513165
-4.349552990862465,2.827523885142311,-4.488669453612738,2.827523885142311,-4.433519949064099,2.827523885142311
-4.352364277923741,2.537722268105565,-4.410031811083959,2.537722268105565,-4.289875986391226,2.537722268105565
-4.392844942109761,2.2635856033410757,-4.413056451660627,2.2635856033410757,-4.305167450576858,2.2635856033410757
-4.299709592184668,2.005113890848843,-4.353883072895057,2.005113890848843,-4.250036846377598,2.005113890848843
-4.256657630557798,1.7623071306288642,-4.309554046651166,1.7623071306288642,-4.379124184194712,1.7623071306288642
-4.244635616661963,1.5351653226811446,-4.235415736267141,1.5351653226811446,-4.284183302374839,1.5351653226811446
-4.218715185969098,1.3236884670056814,-4.333404738628991,1.3236884670056814,-4.2271733445921695,1.3236884670056814
-4.248361500993092,1.1278765636024728,-4.270717845126346,1.1278765636024728,-4.021372949766278,1.1278765636024728
-4.183987580762948,0.9477296124715227,-4.295460634627618,0.9477296124715227,-4.120444727450074,0.9477296124715227
-4.161454386327565,0.7832476136128291,-4.1866956245363065,0.7832476136128291,-4.118496383566421,0.7832476136128291
-4.119775197083924,0.6344305670263906,-4.193101926746355,0.6344305670263906,-4.2466219976676784,0.6344305670263906
-4.212295111908176,0.5012784727122102,-4.147771710604962,0.5012784727122102,-4.2490207967957305,0.5012784727122102
-4.226282938656663,0.38379133067028615,-4.13862827073299,0.38379133067028615,-4.179981429737377,0.38379133067028615
-4.279620478842491,0.28196914090061864,-4.153062721244151,0.28196914090061864,-4.099902478866114,0.28196914090061864
-4.16087439804471,0.19581190340320687,-4.103304583593611,0.19581190340320687,-4.11981622819577,0.19581190340320687
-4.1975047226602,0.12531961817805254,-4.230178603909299,0.12531961817805254,-4.1750287255843554,0.12531961817805254
-4.157113982475181,0.07049228522515466,-4.143831594147475,0.07049228522515466,-4.050382702242643,0.07049228522515466
-4.086592189664965,0.031329904544512975,-4.060701877382881,0.031329904544512975,-4.154776858784223,0.031329904544512975
-4.104124732553392,0.007832476136128244,-4.017145123578991,0.007832476136128244,-4.1850135291369375,0.007832476136128244
-4.118217261033659,0.0,-4.063255378214278,0.0,-4.079332804601663,0.0
-4.093809705283578,0.007832476136128402,-4.186152880706288,0.007832476136128402,-4.1333816922277995,0.007832476136128402
-4.098799470607351,0.03132990454451329,-4.083708822750738,0.03132990454451329,-4.1019131317220525,0.03132990454451329
-4.157774364881883,0.07049228522515466,-4.067644210392144,0.07049228522515466,-4.18592271471175,0.07049228522515466
-4.119034362316427,0.12531961817805254,-4.034831145801057,0.12531961817805254,-4.199094153421171,0.12531961817805254
-4.207272527827969,0.19581190340320767,-4.142702694730652,0.19581190340320767,-4.122890652429625,0.19581190340320767
-4.21703775800854,0.28196914090061864,-4.075996423554404,0.28196914090061864,-4.084428885434725,0.28196914090061864
-4.184444339778546,0.38379133067028726,-4.032191697000017,0.38379133067028726,-4.11218526535074,0.38379133067028726
-4.086029230618387,0.5012784727122102,-4.112808985313069,0.5012784727122102,-4.1682575533858515,0.5012784727122102
-4.14943717013273,0.634430567026392,-4.229179661445741,0.634430567026392,-4.189056421056121,0.634430567026392
-4.156068381684981,0.7832476136128307,-4.273650670055598,0.7832476136128307,-4.247329671590598,0.7832476136128307
-4.263500171724357,0.9477296124715227,-4.258479502644801,0.9477296124715227,-4.181265034252802,0.9477296124715227
-4.232765029777084,1.1278765636024746,-4.180065862627578,1.1278765636024746,-4.235165314939147,1.1278765636024746
-4.338182012897464,1.3236884670056834,-4.276319179206632,1.3236884670056834,-4.281680670891871,1.3236884670056834
-4.290700136779927,1.5351653226811446,-4.333328538234617,1.5351653226811446,-4.234673290189871,1.5351653226811446
-4.328097317648801,1.7623071306288667,-4.376379277721439,1.7623071306288667,-4.28539914109029,1.7623071306288667
-4.400248312329776,2.0051138908488406,-4.382079969429488,2.0051138908488406,-4.302584107072378,2.0051138908488406
-4.3794266841430005,2.2635856033410757,-4.314470795223051,2.2635856033410757,-4.415862671254344,2.2635856033410757
-4.444827998875982,2.537722268105568,-4.439556882341343,2.537722268105568,-4.41458770588474,2.537722268105568
-4.401046368511136,2.827523885142311,-4.411936165080025,2.827523885142311,-4.395652378255694,2.827523885142311
-4.4466433810931925,3.1329904544513165,-4.451287399183822,3.1329904544513165,-4.582210781853181,3.1329904544513165
-4.468728968513174,3.4541219760325785,-4.605874600696554,3.4541219760325785,-4.56388030094568,3.4541219760325785
-4.383434291624879,3.7909184498860906,-4.572618294694369,3.7909184498860906,-4.6820242328483115,3.7909184498860906
-4.400805186514373,4.143379876011866,-4.6254749393284555,4.143379876011866,-4.5897234369990665,4.143379876011866
-4.5290312419404515,4.511506254409898,-4.566141799020613,4.511506254409898,-4.640460632766677,4.511506254409898
-4.587661855245285,4.89529758508018,-4.523789911717264,4.89529758508018,-4.75837478571252,4.89529758508018
-4.678431081115445,5.294753868022726,-4.64090099594389,5.294753868022726,-4.6689179087780035,5.294753868022726
-4.769312982263746,5.709875103237528,-4.704502610852021,5.709875103237528,-4.651681074680508,5.709875103237528
-4.790044999569763,6.140661290724578,-4.772962800873336,6.140661290724578,-4.686755402160853,6.140661290724578
-4.833666579902659,6.587112430483894,-4.873104098857969,6.587112430483894,-4.879749585709842,6.587112430483894
-4.718926962913237,7.049228522515467,-4.853385848976675,7.049228522515467,-4.861256696850122,7.049228522515467
-4.807138482229368,7.527009566819286,-4.906658234973262,7.527009566819286,-4.845756650914022,7.527009566819286
