V_heights,V_edg,V_x_heights,V_x_edg,V_y_heights,V_y_edg,V_z_heights,V_z_edg,kT_average
3.25e-06,0.0,1.7416666666666665e-05,-8.623955248905094,0.000165375,-8.623955248905094,1.125e-06,-8.623955248905094,6.2289982643263055
3.7166666666666664e-05,0.07609372278445671,0.00011091666666666666,-8.522496951859152,9.345833333333333e-05,-8.522496951859152,1.3e-05,-8.522496951859152,6.2289982643263055
0.00013283333333333333,0.15218744556891342,0.000107625,-8.42103865481321,9.4125e-05,-8.42103865481321,1.65e-05,-8.42103865481321,6.2289982643263055
0.00044575,0.22828116835337015,9.991666666666666e-05,-8.319580357767267,3.4958333333333334e-05,-8.319580357767267,2.5e-05,-8.319580357767267,6.2289982643263055
0.0010676666666666666,0.30437489113782684,9.354166666666667e-05,-8.218122060721326,3.975e-05,-8.218122060721326,0.0001845,-8.218122060721326,6.2289982643263055
0.000949375,0.38046861392228354,0.00019070833333333334,-8.116663763675383,0.000106,-8.116663763675383,0.00011295833333333333,-8.116663763675383,6.2289982643263055
0.0012551666666666666,0.4565623367067403,0.00019979166666666667,-8.01520546662944,0.000145625,-8.01520546662944,4.133333333333333e-05,-8.01520546662944,6.2289982643263055
0.0012368333333333333,0.532656059491197,0.0001465,-7.913747169583498,0.000236125,-7.913747169583498,2.8333333333333335e-06,-7.913747169583498,6.2289982643263055
0.0018588333333333334,0.6087497822756537,0.00010420833333333334,-7.812288872537556,0.00012683333333333334,-7.812288872537556,2.8333333333333335e-06,-7.812288872537556,6.2289982643263055
0.0015522916666666667,0.6848435050601104,0.00017629166666666666,-7.710830575491614,0.00016829166666666666,-7.710830575491614,4.975e-05,-7.710830575491614,6.2289982643263055
0.00164225,0.7609372278445671,8.675e-05,-7.609372278445671,0.00023266666666666667,-7.609372278445671,0.0002035,-7.609372278445671,6.2289982643263055
0.00252275,0.8370309506290238,0.00024175,-7.50791398139973,5.3625e-05,-7.50791398139973,0.00015404166666666667,-7.50791398139973,6.2289982643263055
0.0031257916666666665,0.9131246734134806,0.00022904166666666667,-7.406455684353787,0.000163,-7.406455684353787,0.00013895833333333333,-7.406455684353787,6.2289982643263055
0.003940125,0.9892183961979373,0.0002650833333333333,-7.304997387307845,0.00015458333333333334,-7.304997387307845,0.0002917083333333333,-7.304997387307845,6.2289982643263055
0.004258083333333333,1.065312118982394,0.00017216666666666666,-7.203539090261902,0.00016575,-7.203539090261902,0.00039145833333333334,-7.203539090261902,6.2289982643263055
0.0044055,1.1414058417668507,9.691666666666667e-05,-7.10208079321596,0.00026241666666666666,-7.10208079321596,0.00011216666666666666,-7.10208079321596,6.2289982643263055
0.0043050833333333335,1.2174995645513074,0.0004976666666666667,-7.000622496170018,0.0005719583333333333,-7.000622496170018,0.0002740416666666667,-7.000622496170018,6.2289982643263055
0.004640083333333334,1.293593287335764,0.000486875,-6.899164199124075,0.00041645833333333335,-6.899164199124075,0.00041404166666666667,-6.899164199124075,6.2289982643263055
0.0063674583333333335,1.3696870101202208,0.00063,-6.797705902078134,0.000472375,-6.797705902078134,0.0006174583333333334,-6.797705902078134,6.2289982643263055
0.0069335,1.4457807329046775,0.0006955,-6.696247605032191,0.000316375,-6.696247605032191,0.00033104166666666666,-6.696247605032191,6.2289982643263055
0.007219541666666667,1.5218744556891342,0.000389875,-6.5947893079862485,0.00039641666666666666,-6.5947893079862485,0.0003207083333333333,-6.5947893079862485,6.2289982643263055
0.009135541666666667,1.5979681784735909,0.0005279166666666667,-6.493331010940306,0.0006167083333333334,-6.493331010940306,0.00054875,-6.493331010940306,6.2289982643263055
0.009092583333333333,1.6740619012580475,0.0009660833333333333,-6.391872713894364,0.000930125,-6.391872713894364,0.0006952083333333334,-6.391872713894364,6.2289982643263055
0.010306,1.7501556240425042,0.0008905833333333333,-6.290414416848422,0.0008796666666666666,-6.290414416848422,0.0010437916666666666,-6.290414416848422,6.2289982643263055
0.010644291666666666,1.8262493468269612,0.0010370833333333334,-6.18895611980248,0.0005945,-6.18895611980248,0.0006539583333333333,-6.18895611980248,6.2289982643263055
0.011391041666666667,1.9023430696114179,0.0010306666666666667,-6.0874978227565375,0.0005891666666666667,-6.0874978227565375,0.001066,-6.0874978227565375,6.2289982643263055
0.010950541666666667,1.9784367923958746,0.0008455833333333334,-5.986039525710595,0.00079125,-5.986039525710595,0.001317125,-5.986039525710595,6.2289982643263055
0.01449725,2.054530515180331,0.000854625,-5.884581228664652,0.0008238333333333333,-5.884581228664652,0.0010235,-5.884581228664652,6.2289982643263055
0.012577208333333333,2.130624237964788,0.0011564166666666667,-5.783122931618711,0.0011427083333333332,-5.783122931618711,0.0009305,-5.783122931618711,6.2289982643263055
0.013789166666666667,2.2067179607492444,0.0012797083333333334,-5.681664634572768,0.0009575833333333333,-5.681664634572768,0.001068,-5.681664634572768,6.2289982643263055
0.013818666666666667,2.2828116835337013,0.00165325,-5.5802063375268265,0.0011026666666666667,-5.5802063375268265,0.0011291666666666668,-5.5802063375268265,6.2289982643263055
0.014701875,2.358905406318158,0.0013143333333333334,-5.478748040480884,0.0009675416666666667,-5.478748040480884,0.0012974166666666668,-5.478748040480884,6.2289982643263055
0.014972125,2.4349991291026147,0.0011240833333333333,-5.377289743434941,0.0015511666666666666,-5.377289743434941,0.0015246666666666666,-5.377289743434941,6.2289982643263055
0.015042291666666667,2.5110928518870717,0.0016252916666666666,-5.275831446388999,0.0022828333333333333,-5.275831446388999,0.0014947083333333333,-5.275831446388999,6.2289982643263055
