time,Total,Kin,Pot
11.643,5945.775674992211,5968.806190448055,-23.030515455843464
11.6435,5945.852104202451,5967.633683122774,-21.781578920322023
11.644,5945.927834318943,5966.384679191106,-20.4568448721643
11.6445,5946.001920529043,5965.05994663484,-19.058026105797325
11.645,5946.073363681261,5963.66118286155,-17.587819180288133
11.6455,5946.140972033124,5962.191132313959,-16.05016028083563
11.646,5946.203541028805,5960.653694019,-14.450152990194082
11.6465,5946.259734009642,5959.05401265496,-12.794278645318812
11.647,5946.308235937219,5957.398544303379,-11.09030836615952
11.6475,5946.347696588853,5955.695087764317,-9.347391175463327
11.648,5946.376831208248,5953.9527717505825,-7.575940542334138
11.6485,5946.394509243535,5952.181989333925,-5.787480090389865
11.649000000000001,5946.39976705829,5950.394270633513,-3.994503575222286
11.6495,5946.391883923005,5948.602086825622,-2.2102029026174144
11.65,5946.370523459027,5946.818581840206,-0.4480583811791154
11.650500000000001,5946.335735320552,5945.057230918296,1.2785044022561376
11.651,5946.288036282527,5943.331430108571,2.956606173955815
11.6515,5946.228417578434,5941.6540255429945,4.574392035439923
11.652000000000001,5946.1584974735415,5940.0367967913535,6.121700682188053
11.6525,5946.080378939833,5938.489913137036,7.59046580279767
11.653,5945.996689453366,5937.021385948888,8.975303504478804
11.653500000000001,5945.910568609262,5935.636543394024,10.274025215237568
11.654,5945.82554490778,5934.337555118003,11.487989789776119
11.6545,5945.745450474745,5933.123034177151,12.622416297593647
11.655,5945.674296193706,5931.987741812624,13.686554381082093
11.6555,5945.616147839504,5930.922418251746,14.693729587758211
11.656,5945.574946097061,5929.9137586575225,15.661187439538168
11.6565,5945.554285164189,5928.944549929028,16.609735235162013
11.657,5945.55731144323,5927.9939818469165,17.56332959631303
11.6575,5945.586509404101,5927.038144470493,18.548364933608774
11.658,5945.643426148793,5926.050724612138,19.59270153665503
11.6585,5945.72850530535,5925.0039150431,20.724590262249905
11.659,5945.840844350766,5923.8695513444245,21.97129300634118
11.6595,5945.977920343723,5922.620492422114,23.357427921609215
11.66,5946.135297133781,5921.232256052703,24.903041081078104
11.6605,5946.3064908806,5919.68491004254,26.621580838060375
11.661,5946.482679176346,5917.965199275433,28.517479900913163
11.6615,5946.652651218994,5916.0688528488945,30.583798370099753
11.662,5946.802915888303,5914.0029657806135,32.799950107689625
11.6625,5946.917962124582,5911.788284526152,35.12967759843031
11.663,5946.980985654337,5909.461149867628,37.51983578670976
11.6635,5946.974809448017,5907.074779505315,39.90002994270249
11.664,5946.883265921779,5904.6995191044625,42.183746817316305
11.6645,5946.69297921927,5902.421684062519,44.27129515675077
11.665000000000001,5946.395181140032,5900.340682435808,46.054498704223704
11.6655,5945.987511385335,5898.56426694094,47.42324444439498
11.666,5945.475449439893,5897.202018029692,48.273431410200864
11.666500000000001,5944.872935855853,5896.357481727775,48.515454128078225
11.667,5944.202052281801,5896.119716044923,48.08233623687845
11.6675,5943.491574004737,5896.555253673207,46.936320331530695
11.668000000000001,5942.774513107791,5897.701580400791,45.072932707000625
11.6685,5942.085010865371,5899.563102702828,42.5219081625437
11.669,5941.455099609166,5902.110232299178,39.34486730998714
11.669500000000001,5940.91172426738,5905.281721066423,35.63000320095675
11.67,5940.474693501712,5908.989852185965,31.48484131574711
11.6705,5940.155583198197,5913.127661848404,27.027921349792145
11.671,5939.957879339258,5917.577126513494,22.380752825764898
11.6715,5939.877796220613,5922.2172384654,17.66055775521294
11.672,5939.906008033656,5926.931075911161,12.974932122494764
11.6725,5940.029443611146,5931.611277686714,8.418165924432165
11.673,5940.233068261858,5936.163668367456,4.069399894401638
11.6735,5940.5015502212955,5940.509072105183,-0.007521883887637993
11.674,5940.820451090124,5944.583561914665,-3.7631108245406253
11.6745,5941.177092913067,5948.337501634024,-7.160408720957221
11.675,5941.561016984748,5951.733764882872,-10.172747898124124
11.6755,5941.9642620684845,5954.745482860703,-12.781220792218445
11.676,5942.381251090734,5957.353607340989,-14.972356250254846
11.6765,5942.808648730981,5959.544500000955,-16.735851269973868
11.677,5943.245171506488,5961.307689122207,-18.062517615718725
11.6775,5943.691222569013,5962.633878343855,-18.942655774841757
11.678,5944.148636116107,5963.513253912791,-19.36461779668398
11.6785,5944.620247220718,5963.93411604617,-19.313868825452413
11.679,5945.1095974416085,5963.8818540595985,-18.772256617990113
11.6795,5945.6204576535265,5963.3382947851715,-17.717837131645357
11.68,5946.1564058302165,5962.28147387208,-16.12506804186376
11.6805,5946.720154902335,5960.685908888076,-13.96575398574056
11.681000000000001,5947.312862007374,5958.523487546626,-11.210625539251877
11.6815,5947.933150039671,5955.765119927406,-7.831969887734755
11.682,5948.575997865072,5952.383331323045,-3.8073334579730584
11.682500000000001,5949.231531635068,5948.355977911046,0.8755537240226305
11.683,5949.883644994307,5943.671233696817,6.21241129749088
11.6835,5950.508829788486,5938.333895097963,12.174934690522566
11.684000000000001,5951.075417773178,5932.372851684175,18.702566089002993
11.6845,5951.5437021333855,5925.849252679732,25.694449453653796
11.685,5951.867463304441,5918.86445666855,33.00300663589092
11.685500000000001,5951.997349111701,5911.56633101685,40.43101809485067
11.686,5951.886500429649,5904.151986164507,47.734514265141094
11.6865,5951.49805738736,5896.864791781956,54.633265605403814
11.687,5950.81368470037,5889.983786337893,60.8298983624761
11.6875,5949.841434121792,5883.80458723813,66.03684688366201
11.688,5948.620618179277,5878.612675287976,70.0079428913007
11.6885,5947.221519910137,5874.652167935866,72.56935197427198
11.689,5945.739119878436,5872.095236946418,73.64388293201837
11.6895,5944.281034165027,5871.018302058779,73.26273210624784
11.69,5942.952460107374,5871.390389799494,71.56207030787935
11.6905,5941.841428596222,5873.076555721604,68.76487287461778
11.691,5941.007805843883,5875.855769768555,65.15203607532798
11.6915,5940.478111856057,5879.449383535082,61.02872832097498
11.692,5940.246467180482,5883.554347051684,56.6921201287977
11.6925,5940.280182358833,5887.875208696475,52.404973662358344
11.693,5940.527971165296,5892.150331542965,48.37763962233045
11.6935,5940.9285635653605,5896.169912496356,44.75865106900453
11.694,5941.418253535397,5899.78546629431,41.63278724108627
11.6945,5941.936669968954,5902.911889178693,39.02478079026142
11.695,5942.430708424774,5905.523891451229,36.90681697354504
11.695500000000001,5942.856822168835,5907.648622675613,35.20819949322097
11.696,5943.182469833319,5909.355981545923,33.82648828739675
11.6965,5943.386557509025,5910.74766837152,32.63888913750439
11.697000000000001,5943.459539311879,5911.945685545595,31.513853766284154
11.6975,5943.4030872160765,5913.080802580966,30.322284635111075
11.698,5943.229042617004,5914.281471165738,28.947571451265905
11.698500000000001,5942.9578077510605,5915.663743051974,27.294064699086764
11.699,5942.616255321299,5917.322816352866,25.293438968432895
11.6995,5942.234895175768,5919.326830269834,22.908064905933262
11.700000000000001,5941.844950130261,5921.713393157033,20.131556973228143
11.7005,5941.475502950404,5924.489061351757,16.98644159864685
11.701,5941.151156680515,5927.631636437485,13.519520243029197
11.701500000000001,5940.890278701469,5931.094796363721,9.795482337747487
11.702,5940.704358151467,5934.814307860379,5.890050291088488
11.7025,5940.598034482952,5938.714941634594,1.8830928483583267
11.703,5940.569897667858,5942.7172431541,-2.1473454862422816
11.7035,5940.613790042909,5946.743476891229,-6.129686848319922
11.704,5940.720207633595,5950.7223011034675,-10.002093469871912
11.7045,5940.877771687425,5954.591984642477,-13.714212955052103
11.705,5941.074500930298,5958.302199053259,-17.22769812296039
11.7055,5941.298755660501,5961.814574531538,-20.515818871036945
11.706,5941.539934941258,5965.102293332078,-23.562358390819657
11.7065,5941.78889964829,5968.149017568952,-26.36011792066216
11.707,5942.038164780493,5970.947425932773,-28.909261152279615
11.7075,5942.281822565865,5973.497585670612,-31.215763104747413
11.708,5942.515553217845,5975.805329303862,-33.28977608601724
11.7085,5942.736348266983,5977.880748772857,-35.14440050587416
11.709,5942.942307589976,5979.736871911037,-36.79456432106111
11.7095,5943.132465068696,5981.388549754206,-38.256084685510324
11.71,5943.306552131136,5982.851556895495,-39.54500476435855
11.7105,5943.464872016847,5984.141890722576,-40.677018705729196
11.711,5943.608069379686,5985.275245910728,-41.66717653104194
11.711500000000001,5943.737071257637,5986.266637557991,-42.529566300354176
11.712,5943.8529904071265,5987.130145476533,-43.27715506940566
11.7125,5943.957010438664,5987.8787533951645,-43.92174295650073
11.713000000000001,5944.05031818349,5988.524261789026,-44.473943605536334
11.7135,5944.134156276089,5989.077255129741,-44.94309885365263
11.714,5944.209688039603,5989.547107699367,-45.33741965976433
11.714500000000001,5944.278063919459,5989.942015954288,-45.66395203482879
11.715,5944.340379935185,5990.269047757781,-45.92866782259533
11.7155,5944.397597340885,5990.534200930792,-46.13660358990704
