all_means,dt_of_steps
0.0011495604019703043,0.025
0.27798332102248313,0.42500000000000004
0.9282049694832045,0.8250000000000001
1.88608791625386,1.225
3.107470533440357,1.625
4.557769090090848,2.025
6.212409083582012,2.4250000000000003
8.049286715442397,2.825
10.053892693956382,3.225
12.214730972144343,3.625
14.522293236601126,4.025
16.967323023797782,4.425
19.54154643926138,4.825
22.24007322994662,5.2250000000000005
25.054445355323207,5.625
27.978566092659463,6.025
31.00414239507961,6.425000000000001
34.12325180756932,6.825
37.3294278026998,7.2250000000000005
40.61909995600575,7.625
43.991494615373064,8.025
47.440737920281144,8.425
50.96537741039378,8.825000000000001
54.56047522516444,9.225
58.21754377385276,9.625
61.936706282278266,10.025
65.71486352197061,10.425
69.54850379322792,10.825000000000001
73.43856976541286,11.225000000000001
77.37714951485309,11.625
81.35667875778522,12.025
85.37349875457986,12.425
89.42050759852887,12.825000000000001
93.48996369657449,13.225000000000001
97.58172781942493,13.625
101.69225465911236,14.025
105.81302325686342,14.425
109.94132149912056,14.825000000000001
114.08214346257814,15.225000000000001
118.23144490749024,15.625
122.38582489493851,16.025000000000002
126.54458254926094,16.425
130.7064269370449,16.825
134.87159758729823,17.225
139.03911041656866,17.625
143.20784853118906,18.025000000000002
147.3861170216432,18.425
151.57837327372835,18.825
155.78262056033662,19.225
159.9924521244285,19.625
164.2051995439898,20.025000000000002
168.42399966924964,20.425
172.65042918353464,20.825000000000003
176.88201436084924,21.225
181.1162146754288,21.625
185.36149839570794,22.025000000000002
189.62000894457563,22.425
193.8824131585798,22.825000000000003
198.13863849712263,23.225
202.38649195529,23.625
206.62078381624113,24.025000000000002
210.84450716154464,24.425
215.04973604495532,24.825000000000003
219.23237093296265,25.225
223.39642844710744,25.625
227.54679323527375,26.025000000000002
231.67999815026832,26.425
235.79294830125426,26.825000000000003
239.88559402785464,27.225
243.96620032604886,27.625
248.0354882194249,28.025000000000002
252.09865910553071,28.425
256.1536538157518,28.825000000000003
260.19132455452024,29.225
264.21105597367523,29.625
268.21691078317986,30.025000000000002
272.2047879250786,30.425
276.178926184678,30.825000000000003
280.1452243110175,31.225
284.11622122801475,31.625
288.0977279124399,32.025
292.0924788790219,32.425000000000004
296.0997347037901,32.825
300.12266866073935,33.225
304.15921591426564,33.625
308.2068016707234,34.025
312.2588803289232,34.425000000000004
316.3048925584073,34.825
320.3439670803254,35.225
324.381535599193,35.625
328.431781234114,36.025
332.48890376115975,36.425000000000004
336.5464500927038,36.825
340.61334618330227,37.225
344.6785192258986,37.625
348.75141221537973,38.025
352.82389442067904,38.425000000000004
356.8972873797191,38.825
360.9651065958305,39.225
365.0325957852028,39.625
369.1002502761434,40.025000000000006
373.15652615593126,40.425000000000004
377.191818282154,40.825
381.2001465033569,41.225
385.18120471989727,41.625
389.14864485558564,42.025000000000006
393.0969044365584,42.425000000000004
397.0297143614531,42.825
400.9689369142472,43.225
404.91977116507354,43.625
408.8728610544202,44.025000000000006
412.82844999887567,44.425000000000004
416.786362817553,44.825
420.74826669345157,45.225
424.7101602171653,45.625
428.6732867647282,46.025000000000006
432.63975129789856,46.425000000000004
436.6109172266499,46.825
440.58732940273205,47.225
444.5692359106885,47.625
448.55462181745503,48.025000000000006
452.53690648361095,48.425000000000004
456.5127676471737,48.825
460.49156833318295,49.225
464.47220725259575,49.625
468.46162133854887,50.025000000000006
472.46022192966893,50.425000000000004
476.45839421409937,50.825
480.4520482121627,51.225
484.44601165621515,51.625
488.44975750376284,52.025000000000006
492.4650184832964,52.425000000000004
496.4829790252502,52.825
500.49717655058186,53.225
504.5084691913627,53.625
508.50427928227396,54.025000000000006
512.471636117501,54.425000000000004
516.4132982919515,54.825
520.3303675027586,55.225
524.224734104513,55.625
528.0904778297927,56.025000000000006
531.9222153812142,56.425000000000004
535.7297192560658,56.825
539.5166145106991,57.225
543.2983200740811,57.625
547.0620630660367,58.025000000000006
550.8170240532879,58.425000000000004
554.5466999010682,58.825
558.2673602361515,59.225
