all_means,dt_of_steps
0.006029420242015273,0.025
1.67060291087533,0.42500000000000004
6.042285968177864,0.8250000000000001
12.799161777354893,1.225
21.65953154759958,1.625
32.37197551211296,2.025
44.71422239419995,2.4250000000000003
58.49501662413952,2.825
73.53484003292945,3.225
89.65798418359446,3.625
106.72550429403732,4.025
124.61890025463332,4.425
143.21738480971104,4.825
162.42424462507572,5.2250000000000005
182.1472209176467,5.625
202.30621312387993,6.025
222.83080463256127,6.425000000000001
243.6700770408523,6.825
264.776581503297,7.2250000000000005
286.1058074071359,7.625
307.61859888130675,8.025
329.27176498097504,8.425
351.03544165727806,8.825000000000001
372.9053215064274,9.225
394.86438423083666,9.625
416.8787873902802,10.025
438.95019991502954,10.425
461.07529054790524,10.825000000000001
483.2394907273556,11.225000000000001
505.42860766023193,11.625
527.6386008337163,12.025
549.8712945752975,12.425
572.11630371534,12.825000000000001
594.3893986351399,13.225000000000001
616.6952944168869,13.625
639.0049374650253,14.025
661.2876460637625,14.425
683.5388595978006,14.825000000000001
705.7732988251736,15.225000000000001
727.99106794707,15.625
750.2132934218242,16.025000000000002
772.4441996952819,16.425
794.6733237640943,16.825
816.9300063876167,17.225
839.2585164289187,17.625
861.6594021994459,18.025000000000002
884.126290998944,18.425
906.6892670510082,18.825
929.350787704781,19.225
952.1116371574752,19.625
974.9756253343113,20.025000000000002
997.9358761887804,20.425
1020.9710436640997,20.825000000000003
1044.0728022544365,21.225
1067.2679179954355,21.625
1090.5361318643306,22.025000000000002
1113.8617575199441,22.425
1137.2140269029321,22.825000000000003
1160.562036813945,23.225
1183.9016180314993,23.625
1207.2237661374547,24.025000000000002
1230.4977974107264,24.425
1253.734718713568,24.825000000000003
1276.947885944751,25.225
1300.1479096119976,25.625
1323.3204971657062,26.025000000000002
1346.4309151363664,26.425
1369.526521442581,26.825000000000003
1392.6298819123074,27.225
1415.7501035443388,27.625
1438.863538722623,28.025000000000002
1461.9496467332947,28.425
1485.0131925311607,28.825000000000003
1508.1028175923827,29.225
1531.224814638006,29.625
1554.3667396320855,30.025000000000002
1577.5073551752569,30.425
1600.6133465625178,30.825000000000003
1623.7036656942803,31.225
1646.7807886786352,31.625
1669.809105890044,32.025
1692.7848836183443,32.425000000000004
1715.7150153790783,32.825
1738.5829994042474,33.225
1761.3913747226024,33.625
1784.1520463636416,34.025
1806.8742755072171,34.425000000000004
1829.5667339833221,34.825
1852.1992488535577,35.225
1874.765598594281,35.625
1897.291340203467,36.025
1919.7779464280736,36.425000000000004
1942.258406720658,36.825
1964.7720320561923,37.225
1987.3302194760677,37.625
2009.9830180030515,38.025
2032.7274478450172,38.425000000000004
2055.553238035418,38.825
2078.487846206736,39.225
2101.5197414542704,39.625
2124.6897276351738,40.025000000000006
2147.962649327827,40.425000000000004
2171.322283376411,40.825
2194.759750391328,41.225
2218.3201573172964,41.625
2242.005665776557,42.025000000000006
2265.8199149947463,42.425000000000004
2289.683220036157,42.825
2313.571490572247,43.225
2337.496589004411,43.625
2361.4533818752548,44.025000000000006
2385.4180283349433,44.425000000000004
2409.3670212155353,44.825
2433.281772193762,45.225
2457.202007929777,45.625
2481.1224379521027,46.025000000000006
2505.0980476048207,46.425000000000004
2529.1849482135162,46.825
2553.351370255528,47.225
2577.595405129135,47.625
2601.8945462905294,48.025000000000006
2626.18816856625,48.425000000000004
2650.4775539482343,48.825
2674.778411418538,49.225
2699.07332945564,49.625
2723.365869775312,50.025000000000006
2747.6640573610725,50.425000000000004
2771.9704225350115,50.825
2796.2307960900607,51.225
2820.4847036588008,51.625
2844.749604915852,52.025000000000006
2868.9569946052466,52.425000000000004
2893.1034926140915,52.825
2917.1686338287996,53.225
2941.1436979600194,53.625
2964.98518965474,54.025000000000006
2988.659563677446,54.425000000000004
3012.1981109658245,54.825
3035.6333879518916,55.225
3059.004717368418,55.625
3082.321853868881,56.025000000000006
3105.5994651943824,56.425000000000004
3128.822110613581,56.825
3151.9842772732914,57.225
3175.1024991866066,57.625
3198.2442894258934,58.025000000000006
3221.388497012006,58.425000000000004
3244.5170730670675,58.825
3267.631197532099,59.225
