all_means,dt_of_steps
0.007551661919401739,0.025
2.092212544176489,0.42500000000000004
7.558117970065787,0.8250000000000001
15.99520457837616,1.225
27.043683291565422,1.625
40.39153633056324,2.025
55.776204468979905,2.4250000000000003
72.9673779805625,2.825
91.75893819837442,3.225
111.96878595596658,3.625
133.4558010216372,4.025
156.09175898819967,4.425
179.73134023782166,4.825
204.27750544818576,5.2250000000000005
229.63410466572674,5.625
255.69674201389057,6.025
282.37859320053565,6.425000000000001
309.6004727247533,6.825
337.289866315485,7.2250000000000005
365.37088233160387,7.625
393.8057037983693,8.025
422.56062336024144,8.425
451.5982015818164,8.825000000000001
480.8979432955134,9.225
510.42828553500937,9.625
540.165570175807,10.025
570.1028532999956,10.425
600.2133896140417,10.825000000000001
630.453295665721,11.225000000000001
660.7975841459108,11.625
691.2384168576432,12.025
721.7475887549533,12.425
752.2974081527993,12.825000000000001
782.9060357928995,13.225000000000001
813.5467926261381,13.625
844.1942049761327,14.025
874.8252249976206,14.425
905.43709922808,14.825000000000001
936.0023096890411,15.225000000000001
966.5010314973262,15.625
996.9081869188523,16.025000000000002
1027.231340417736,16.425
1057.492870354208,16.825
1087.7253206182463,17.225
1117.9617075483393,17.625
1148.21755543317,18.025000000000002
1178.4943407849769,18.425
1208.7475852358089,18.825
1238.9900116391868,19.225
1269.2091211609456,19.625
1299.4541801509304,20.025000000000002
1329.7307055557355,20.425
1360.011420559971,20.825000000000003
1390.2826845442241,21.225
1420.5313168723746,21.625
1450.779668142943,22.025000000000002
1481.0738074093128,22.425
1511.4286683936264,22.825000000000003
1541.8671665468746,23.225
1572.3845356343113,23.625
1602.9678507893232,24.025000000000002
1633.608925021742,24.425
1664.3160677030135,24.825000000000003
1695.0830339338042,25.225
1725.9033470334336,25.625
1756.7784652311143,26.025000000000002
1787.7161576297713,26.425
1818.744531072835,26.825000000000003
1849.876707611309,27.225
1881.1190706219193,27.625
1912.4971482699243,28.025000000000002
1944.0102937734787,28.425
1975.6422170158828,28.825000000000003
2007.3701440865962,29.225
2039.1982632262975,29.625
2071.119346214489,30.025000000000002
2103.118876722224,30.425
2135.244409344577,30.825000000000003
2167.4893081501264,31.225
2199.861726252102,31.625
2232.3207707080983,32.025
2264.871487956276,32.425000000000004
2297.5528874456136,32.825
2330.3759141282703,33.225
2363.3362690471185,33.625
2396.399394168788,34.025
2429.5580316880814,34.425000000000004
2462.7877569168,34.825
2496.1073025601727,35.225
2529.5787742722214,35.625
2563.233986146546,36.025
2597.073632281376,36.425000000000004
2631.068365018071,36.825
2665.193040920463,37.225
2699.4265748859325,37.625
2733.789919898503,38.025
2768.323877246749,38.425000000000004
2803.034839121059,38.825
2837.930587361351,39.225
2872.9604866172235,39.625
2908.0333983352,40.025000000000006
2943.1364928448834,40.425000000000004
2978.2673476722043,40.825
3013.3905255797044,41.225
3048.4773763549847,41.625
3083.5388841425433,42.025000000000006
3118.5978165685706,42.425000000000004
3153.623203736162,42.825
3188.6731307471755,43.225
3223.712375841819,43.625
3258.758138686076,44.025000000000006
3293.8053544662193,44.425000000000004
3328.863964911602,44.825
3363.915240818052,45.225
3398.925361053191,45.625
3433.8481747039605,46.025000000000006
3468.738859508664,46.425000000000004
3503.5817275558675,46.825
3538.3394977605117,47.225
3573.0077099241644,47.625
3607.6208540943735,48.025000000000006
3642.2532595951884,48.425000000000004
3676.9482000128787,48.825
3711.663611436752,49.225
3746.388978690158,49.625
3781.153633883185,50.025000000000006
3815.951572868535,50.425000000000004
3850.7854331370313,50.825
3885.6377464510692,51.225
3920.5252609883173,51.625
3955.50948686632,52.025000000000006
3990.640487262576,52.425000000000004
4025.8975380552783,52.825
4061.287957151524,53.225
4096.806149275166,53.625
4132.403126787816,54.025000000000006
4168.016265855008,54.425000000000004
4203.630999622537,54.825
4239.309414890957,55.225
4274.98011217437,55.625
4310.677994555484,56.025000000000006
4346.42435497211,56.425000000000004
4382.2322127808075,56.825
4418.088993709167,57.225
4454.018646717262,57.625
4490.067534034135,58.025000000000006
4526.220045326362,58.425000000000004
4562.4344789633315,58.825
4598.687775427018,59.225
