all_means,dt_of_steps
0.011671385337303063,0.025
3.211465677017456,0.42500000000000004
11.532093588634295,0.8250000000000001
24.25882834345311,1.225
40.75557017107221,1.625
60.496439192504575,2.025
83.0508659613671,2.4250000000000003
108.03445968172733,2.825
135.09992286554424,3.225
163.96990227380707,3.625
194.3938093522307,4.025
226.17706258664242,4.425
259.145256965585,4.825
293.1493945205367,5.2250000000000005
328.07928193861807,5.625
363.81491628960396,6.025
400.2204780041718,6.425000000000001
437.16231910365934,6.825
474.5443660678938,7.2250000000000005
512.2690693542377,7.625
550.2553161200111,8.025
588.4006097846132,8.425
626.6583949757623,8.825000000000001
665.0094956736971,9.225
703.4455413352761,9.625
741.9571145230663,10.025
780.554709518246,10.425
819.2428548830463,10.825000000000001
857.9917335540476,11.225000000000001
896.7946257239413,11.625
935.6885027184773,12.025
974.6531072345117,12.425
1013.6103441931862,12.825000000000001
1052.565338172804,13.225000000000001
1091.584594321431,13.625
1130.660236429651,14.025
1169.7950532658213,14.425
1208.98192140394,14.825000000000001
1248.2847154036754,15.225000000000001
1287.6503274892077,15.625
1327.0862052669224,16.025000000000002
1366.6149493793037,16.425
1406.242021418898,16.825
1445.953028421755,17.225
1485.690593844864,17.625
1525.4539470754344,18.025000000000002
1565.2364664157885,18.425
1605.0270753344482,18.825
1644.8276878177983,19.225
1684.6135851736808,19.625
1724.3894148005168,20.025000000000002
1764.1209718534872,20.425
1803.7775244512857,20.825000000000003
1843.3686337764923,21.225
1882.9025316101604,21.625
1922.3257289622086,22.025000000000002
1961.6539633560571,22.425
2000.8655805295452,22.825000000000003
2039.9640429680765,23.225
2078.9579674403412,23.625
2117.9135814044944,24.025000000000002
2156.8731981962665,24.425
2195.8637657745767,24.825000000000003
2234.9011703141095,25.225
2274.037931245749,25.625
2313.263252379792,26.025000000000002
2352.5430404266685,26.425
2391.9056102837967,26.825000000000003
2431.338412355491,27.225
2470.81666230114,27.625
2510.290326342073,28.025000000000002
2549.6902494613055,28.425
2589.02685787665,28.825000000000003
2628.2821590752824,29.225
2667.4319593038963,29.625
2706.475378443695,30.025000000000002
2745.406793939849,30.425
2784.23065058434,30.825000000000003
2822.9096232751635,31.225
2861.3619713828143,31.625
2899.5995036780423,32.025
2937.6713926618017,32.425000000000004
2975.504156081266,32.825
3013.082827129374,33.225
3050.4477098438847,33.625
3087.673126253559,34.025
3124.8597333403754,34.425000000000004
3162.0752260900254,34.825
3199.242746507778,35.225
3236.4214810543513,35.625
3273.622212312174,36.025
3310.816548939295,36.425000000000004
3348.049209031478,36.825
3385.402526196294,37.225
3422.8216937826683,37.625
3460.305549542941,38.025
3497.7917198139967,38.425000000000004
3535.27972856137,38.825
3572.8570105707813,39.225
3610.546053736338,39.625
3648.3238741403966,40.025000000000006
3686.186478752969,40.425000000000004
3724.1249780921407,40.825
3762.079815073454,41.225
3800.17596289286,41.625
3838.4249948095535,42.025000000000006
3876.7987290394412,42.425000000000004
3915.213807717511,42.825
3953.650991120397,43.225
3992.168769563972,43.625
4030.6868497261494,44.025000000000006
4069.127808824589,44.425000000000004
4107.4869721406585,44.825
4145.825250897356,45.225
4184.0615458168895,45.625
4222.173430615029,46.025000000000006
4260.174918437625,46.425000000000004
4298.121400940883,46.825
4336.032768894152,47.225
4373.918865875347,47.625
4411.826654363267,48.025000000000006
4449.7147022222025,48.425000000000004
4487.5064542183445,48.825
4525.173397882556,49.225
4562.810869479753,49.625
4600.456804615396,50.025000000000006
4638.262255489748,50.425000000000004
4676.302611198552,50.825
4714.610092552774,51.225
4753.198060426183,51.625
4792.034110454089,52.025000000000006
4831.129472452172,52.425000000000004
4870.4421862903755,52.825
4909.992587158561,53.225
4949.767830581163,53.625
4989.704513750108,54.025000000000006
5029.842394395259,54.425000000000004
5070.1845403620855,54.825
5110.686109530291,55.225
5151.393793257204,55.625
5192.307135019762,56.025000000000006
5233.374274636942,56.425000000000004
5274.5847875960335,56.825
5315.963006615622,57.225
5357.596424474627,57.625
5399.555346540687,58.025000000000006
5441.934989815711,58.425000000000004
5484.576720226151,58.825
5527.352733210202,59.225
